genome	source	strains	expand	GTDB_capture	novo	contigs	genome_size	avg_len	N50_len	N90_len	GC	completeness	contamination	gene	5S	16S	23S	tRNA	quality	domain	phylum	class	order	family	genus	species
PN3CG.vae.2539	metagenome-assembly	7	Yes	No	Yes	418	1215507	2907.91	3055	1776	36.19	53.23	0.2	1476	0	0	0	16	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__
PN3CG.vae.27859	metagenome-assembly	1	Yes	No	Yes	170	3184854	18734.44	42017	7554	35.77	99.96	3.1	1401	0	1	1	50	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__KM106-2	s__
PN3CG.vae.3495	metagenome-assembly	35	No	No	No	336	1908009	5678.6	7394	2671	51.19	91.59	2.15	1252	2	0	0	18	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__RGIG7179	s__
PN3CG.vae.8431	metagenome-assembly	6	No	Yes	No	231	931273	4031.48	4515	2224	29.42	86.61	0.47	2580	0	1	1	22	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-877	s__CAG-877 sp934162125
PN3CG.vae.9098	metagenome-assembly	6	No	Yes	No	67	2025303	30228.4	68133	10915	39.83	82.46	1.65	2708	2	1	0	38	medium-quality	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp016297405
PN3CG.vae.9795	metagenome-assembly	4	Yes	No	Yes	259	2942177	11359.76	16949	5228	29.6	99.71	2.07	1054	5	5	4	45	high-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN3CH.bin.113	metagenome-assembly	2	Yes	Yes	No	504	1572694	3120.42	3243	1907	45.13	52.29	5.1	1372	0	0	0	36	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp945829115
PN3CH.bin.141	metagenome-assembly	1	Yes	No	Yes	445	1213115	2726.1	2882	1717	46.77	56.12	6.1	1518	0	0	0	17	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Anaerovibrio	s__
PN3CH.bin.177	metagenome-assembly	5	Yes	No	Yes	413	1444898	3498.54	3862	1974	43.51	71.23	0.1	1710	0	0	0	23	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__
PN3CH.vae.1043	metagenome-assembly	1	Yes	No	Yes	683	1691259	2476.22	2459	1631	44.38	57.74	9.08	1990	1	0	0	32	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__
PN3CH.vae.104815	metagenome-assembly	5	Yes	No	Yes	325	1622345	4991.83	6923	2356	54.57	75.56	3.58	1477	0	0	0	29	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN3CH.vae.13320	metagenome-assembly	2	No	No	No	339	2559788	7551	11039	3620	48.69	85.9	1.89	2168	0	0	0	47	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA4372	s__
PN3CH.vae.19501	metagenome-assembly	3	Yes	Yes	No	628	2015140	3208.82	3484	1848	42.02	61.64	0.22	2149	1	2	2	21	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA3824	g__UBA3824	s__UBA3824 sp016293845
PN3CH.vae.2305	metagenome-assembly	1	No	Yes	No	325	810453	2493.7	2511	1653	37.89	51.85	0.58	1744	0	0	0	11	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636 sp002299675
PN3CH.vae.25040	metagenome-assembly	19	No	Yes	No	130	2529249	19455.76	28206	10681	49.78	99.36	0.28	1462	0	0	2	45	medium-quality	d__Bacteria	p__Fibrobacterota	c__Fibrobacteria	o__Fibrobacterales	f__Fibrobacteraceae	g__Hallerella	s__Hallerella succinigenes
PN3CH.vae.26835	metagenome-assembly	1	Yes	No	Yes	328	1419625	4328.12	5271	2244	39.71	50.27	0.34	2079	3	1	0	25	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__HUN007	s__
PN3CH.vae.32233	metagenome-assembly	4	Yes	No	Yes	437	1632109	3734.8	4203	2160	43.52	69.96	0.17	1053	0	0	0	18	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
PN3CH.vae.35705	metagenome-assembly	1	Yes	No	Yes	507	1686137	3325.71	3599	1951	46.34	75.9	2.17	1683	0	0	0	17	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-353	s__
PN3CH.vae.58057	metagenome-assembly	1	No	Yes	No	58	2220922	38291.76	66870	23512	43.71	97.42	0.45	2683	1	0	2	49	medium-quality	d__Bacteria	p__Eremiobacterota	c__CADAWZ01	o__CADAWZ01	f__CADAWZ01	g__JAKSUM01	s__JAKSUM01 sp024409025
PN3CH.vae.61649	metagenome-assembly	3	Yes	No	Yes	480	1644077	3425.16	3842	1890	61.87	64.61	0.51	1339	0	0	0	28	medium-quality	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA1067	g__UBA1067	s__
PN3CH.vae.6610	metagenome-assembly	2	Yes	No	Yes	251	3232355	12877.91	22253	6303	64.91	95.84	0.7	1426	0	2	2	48	medium-quality	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA1067	g__RUG572	s__
PN3DD.bin.1	metagenome-assembly	2	No	Yes	No	177	2216663	12523.52	23450	5366	36.48	98.83	3.2	2653	2	4	0	17	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Ruoffia	s__Ruoffia tabacinasalis
PN3DD.bin.18	metagenome-assembly	1	Yes	No	Yes	126	800725	6354.96	10119	2706	23.97	93.79	2.77	3135	0	0	0	30	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__UBA710	s__
PN3DD.bin.19	metagenome-assembly	1	Yes	Yes	No	555	2899461	5224.25	7274	2424	67.11	85.37	3.88	2263	0	0	0	44	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Yimella	s__Yimella lutea
PN3DD.bin.39	metagenome-assembly	1	Yes	No	Yes	537	2854496	5315.63	6750	2606	55.95	84.73	8.97	2650	0	0	2	39	medium-quality	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Thermomicrobiales	f__UBA6265	g__UBA6265	s__
PN3DD.bin.58	metagenome-assembly	1	Yes	Yes	No	341	1796463	5268.22	6977	2434	28.47	54.85	7.55	1614	7	0	3	47	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900543325
PN3DD.bin.6	metagenome-assembly	1	Yes	Yes	No	168	2615058	15565.82	43272	6408	31.56	94.84	0.8	1665	1	1	0	43	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Mammaliicoccus	s__Mammaliicoccus fleurettii
PN3DD.bin.63	metagenome-assembly	4	No	Yes	No	333	3371818	10125.58	16549	4357	68.88	94.52	0.82	2129	1	2	0	49	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Dietzia	s__Dietzia aerolata
PN3DD.bin.69	metagenome-assembly	1	Yes	Yes	No	150	2325341	15502.27	25936	7356	32.45	86.81	0.13	2721	3	2	0	21	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Mammaliicoccus	s__Mammaliicoccus sciuri
PN3DD.vae.1024	metagenome-assembly	1	Yes	Yes	No	452	1408596	3116.36	3238	1827	28.52	76.29	2.76	2197	5	1	1	23	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Terrisporobacter	s__Terrisporobacter sp022782605
PN3DD.vae.16929	metagenome-assembly	7	Yes	Yes	No	587	3102892	5286.02	6878	2604	72.98	85.89	1.28	3227	0	0	0	44	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium paraconglomeratum
PN3DD.vae.3228	metagenome-assembly	26	Yes	Yes	No	130	2700557	20773.52	58693	10534	67.77	91.45	0.38	2070	3	2	2	57	high-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium variabile
PN3DF.bin.15	metagenome-assembly	2	Yes	Yes	No	396	1589063	4012.79	4465	2361	51.08	58.45	0.18	1514	0	0	0	9	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bilifractor	s__Bilifractor sp002394235
PN3DF.bin.18	metagenome-assembly	2	Yes	Yes	No	22	3152721	143305.5	229156	64842	37.4	100	0.06	2539	0	2	4	40	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__Sediminibacterium sp902168225
PN3DF.vae.9493	metagenome-assembly	1	Yes	Yes	No	1289	4172619	3237.1	3513	1928	64.99	58.1	2.55	1207	1	0	2	15	medium-quality	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp003020075
PN3DF.vae.9735	metagenome-assembly	1	Yes	No	Yes	424	1417336	3342.77	3415	1753	54.21	60.17	6.08	1854	0	1	0	18	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-791	s__
PN3DG.bin.16	metagenome-assembly	1	Yes	Yes	No	63	1688822	26806.7	45369	16244	40.15	93.94	1.26	2797	0	2	0	38	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia sp019415435
PN3DG.bin.28	metagenome-assembly	1	Yes	Yes	No	313	916891	2929.36	3069	1789	38.36	54	1.04	1390	0	0	0	8	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absicoccus	s__Absicoccus porci
PN3DG.bin.3	metagenome-assembly	1	Yes	Yes	No	6	919174	153195.67	278325	48550	37.25	79.14	0.37	1707	0	0	0	37	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1491	s__UMGS1491 sp900554775
PN3DG.bin.30	metagenome-assembly	1	Yes	Yes	No	359	1287793	3587.17	3838	2039	50.62	61.28	1.74	980	1	2	0	23	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Eubacterium_T	s__Eubacterium_T sp900766045
PN3DG.bin.56	metagenome-assembly	3	Yes	Yes	No	122	1915105	15697.58	35918	6142	24.07	99.95	0.09	1450	3	2	2	39	high-quality	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_B	s__Methanobrevibacter_B wolinii
PN3DG.bin.6	metagenome-assembly	1	Yes	Yes	No	341	1375845	4034.74	4839	2065	62.88	51.07	1.73	1698	1	0	0	14	medium-quality	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Tractidigestivibacter	s__Tractidigestivibacter sp000752675
PN3DG.bin.7	metagenome-assembly	1	Yes	Yes	No	527	1586129	3009.73	3156	1913	53.16	61.24	8.2	1798	0	0	0	9	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Hornefia	s__Hornefia butyriciproducens
PN3DG.bin.89	metagenome-assembly	6	Yes	No	Yes	128	2088563	16316.9	27658	6453	49.57	97.68	0.2	1962	0	0	0	46	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA629	s__
PN3DG.vae.71786	metagenome-assembly	1	Yes	No	Yes	156	507592	3253.79	3749	1961	27.14	59.25	2.28	1368	0	0	0	12	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__
PN3GA.bin.14	metagenome-assembly	1	Yes	Yes	No	50	1521003	30420.06	59575	13104	49.88	54.87	0.13	2124	0	0	0	18	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella lacticifex
PN3GA.bin.26	metagenome-assembly	1	Yes	No	Yes	381	1208758	3172.59	3456	1900	45.98	51.62	0.08	1669	0	0	0	20	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Weimeria	s__
PN3GA.bin.38	metagenome-assembly	3	Yes	No	Yes	160	2438112	15238.2	28756	6903	50.18	82.83	0.07	2098	1	0	0	37	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GA.bin.52	metagenome-assembly	4	No	Yes	No	80	1687548	21094.35	36926	10047	45.05	83.4	0.6	1570	0	1	2	19	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Weimeria	s__Weimeria sp900316165
PN3GA.bin.54	metagenome-assembly	3	Yes	Yes	No	313	2090172	6677.87	8765	3004	52.65	78.19	3.97	1341	0	0	0	33	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000424185
PN3GA.bin.55	metagenome-assembly	3	Yes	Yes	No	252	1708887	6781.3	9087	3138	47.65	72.8	2.89	1926	0	2	0	28	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Weimeria	s__Weimeria sp900317825
PN3GA.vae.28292	metagenome-assembly	4	Yes	No	Yes	63	1820479	28896.49	47608	16635	43.47	97.49	0.21	1636	3	2	2	40	high-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__
PN3GA.vae.44247	metagenome-assembly	1	Yes	No	Yes	221	1754524	7939.02	10970	3447	44.45	89.33	3.06	2237	0	2	2	36	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__UBA4951	s__
PN3GA.vae.9523	metagenome-assembly	1	Yes	Yes	No	376	1206954	3209.98	3456	1869	46.19	57.85	0.16	2236	0	1	0	23	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma sp004561555
PN3GB.bin.12	metagenome-assembly	5	Yes	No	Yes	205	2103596	10261.44	15060	4886	37.3	95.16	2.65	1755	0	2	0	39	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Sharpea	s__
PN3GB.bin.19	metagenome-assembly	4	Yes	No	Yes	82	2207378	26919.24	53222	12823	50.12	73.47	0.18	1731	1	0	2	30	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GB.bin.4	metagenome-assembly	1	Yes	Yes	No	340	1104444	3248.36	3481	1830	60.3	65.82	4.63	1256	0	0	0	20	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Mitsuokella	s__Mitsuokella multacida
PN3GB.bin.40	metagenome-assembly	1	Yes	Yes	No	503	1678288	3336.56	3622	1935	39.01	77	6.95	2069	1	0	0	29	medium-quality	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Basfia_A	s__Basfia_A rossii
PN3GB.bin.41	metagenome-assembly	1	Yes	Yes	No	419	1403682	3350.08	3571	1951	51.19	62.4	1.82	1476	1	0	0	19	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister succinatiphilus
PN3GB.bin.48	metagenome-assembly	8	No	Yes	No	210	2883183	13729.44	18868	6606	55.3	94.16	1.11	1835	1	2	0	37	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900770845
PN3GB.bin.49	metagenome-assembly	1	Yes	Yes	No	262	1676384	6398.41	8706	2924	39.93	86.82	2.51	1883	0	0	0	24	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parasuis
PN3GB.bin.51	metagenome-assembly	2	Yes	No	Yes	237	2746402	11588.19	20384	4904	55.73	82.06	0.73	1579	1	1	0	40	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GB.bin.65	metagenome-assembly	4	Yes	No	Yes	199	2958142	14865.04	26914	6764	50.99	87.71	1.86	781	0	1	0	47	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GB.bin.76	metagenome-assembly	1	Yes	No	Yes	10	2212999	221299.91	396103	224549	48.24	99.84	0.24	2205	0	0	0	48	medium-quality	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__
PN3GB.bin.8	metagenome-assembly	4	Yes	No	Yes	200	2432909	12164.54	17519	6170	51.67	86.12	1.65	1610	0	0	0	44	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GB.vae.4040	metagenome-assembly	6	Yes	Yes	No	107	2087156	19506.13	35691	12560	39.48	96.84	4.07	2025	4	0	4	49	medium-quality	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Pasteurellaceae	g__Actinobacillus_A	s__Actinobacillus_A porcitonsillarum
PN3GB.vae.4466	metagenome-assembly	13	No	Yes	No	166	2029375	12225.15	18408	5508	66.31	89.97	1.78	2000	0	0	0	53	medium-quality	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Parafannyhessea	s__Parafannyhessea sp900538935
PN3GB.vae.7714	metagenome-assembly	2	Yes	Yes	No	102	2179765	21370.24	35632	12005	65.63	85.48	0.55	2734	0	0	0	39	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Pseudoscardovia	s__Pseudoscardovia radai
PN3GC.bin.11	metagenome-assembly	1	Yes	No	Yes	502	1534428	3056.63	3215	1804	63.63	66.17	0.67	1850	0	0	0	22	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__AWVT01	s__
PN3GD.bin.22	metagenome-assembly	8	No	Yes	No	147	1924472	13091.65	20583	5845	52.25	96.23	3.35	1485	0	0	2	46	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia timonensis
PN3GD.bin.28	metagenome-assembly	5	Yes	Yes	No	218	1822258	8358.98	14154	3438	64.09	97.62	1.14	1432	2	0	0	42	medium-quality	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__RUG013	s__RUG013 sp001486445
PN3GD.bin.33	metagenome-assembly	2	Yes	Yes	No	45	1510241	33560.91	58231	14650	54.31	82.89	0.09	1865	4	0	0	59	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Mitsuokella	s__Mitsuokella sp900552565
PN3GD.bin.73	metagenome-assembly	2	Yes	Yes	No	57	1427431	25042.65	50110	13091	52.97	72.32	0.49	1651	2	2	2	26	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Pseudoramibacter	s__Pseudoramibacter sp945867155
PN3GD.vae.11167	metagenome-assembly	5	Yes	Yes	No	318	2055463	6463.72	10055	2694	63.24	85.35	8.92	2499	0	0	0	49	medium-quality	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Tractidigestivibacter	s__Tractidigestivibacter sp905214175
PN3GD.vae.18336	metagenome-assembly	1	Yes	Yes	No	329	1210481	3679.27	4060	1978	40.75	66.47	5.08	1370	0	2	0	14	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus caballi
PN3GD.vae.24199	metagenome-assembly	3	Yes	Yes	No	250	1574071	6296.28	9077	2867	38.34	93.3	0.77	1783	0	0	0	41	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absicoccus	s__Absicoccus porci
PN3GE.bin.19	metagenome-assembly	13	No	Yes	No	292	2750794	9420.53	12908	4430	51.46	92.52	1.8	1550	2	0	0	34	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella lacticifex
PN3GE.bin.43	metagenome-assembly	2	Yes	No	Yes	382	2250032	5890.14	7619	2902	47.67	80.77	1.97	1367	1	1	0	38	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GF.bin.30	metagenome-assembly	1	Yes	No	Yes	279	1868260	6696.27	9411	3015	44.57	69.07	1.46	1766	0	0	0	34	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__Enterosoma	s__
PN3GF.bin.45	metagenome-assembly	1	Yes	No	Yes	435	2152519	4948.32	5840	2521	52.99	74.77	0.31	1916	0	0	0	25	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GF.bin.46	metagenome-assembly	1	Yes	Yes	No	42	1998333	47579.36	88576	21895	44.26	77.57	0.2	1724	0	0	0	30	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA629	s__UBA629 sp900317915
PN3GF.bin.54	metagenome-assembly	1	Yes	No	Yes	77	1611681	20930.92	33198	12105	39.25	97.59	2.07	2276	0	3	0	34	medium-quality	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__
PN3GF.vae.5355	metagenome-assembly	1	Yes	No	Yes	340	1302018	3829.46	4596	1778	54.15	50.49	7.65	2613	0	0	0	13	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GF.vae.7096	metagenome-assembly	1	Yes	Yes	No	405	1147798	2834.07	2987	1783	52.97	55.55	0.92	1256	0	0	0	14	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900538805
PN3GG.bin.14	metagenome-assembly	1	Yes	Yes	No	114	1804174	15826.09	24944	6865	46.43	95.19	0.7	1056	0	2	0	36	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Weimeria	s__Weimeria sp002480925
PN3GG.vae.14509	metagenome-assembly	1	Yes	No	Yes	316	908526	2875.08	3015	1771	44.13	50.5	1.65	2106	1	0	0	15	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__
PN3GG.vae.8518	metagenome-assembly	12	Yes	Yes	No	330	1705229	5167.36	6990	2347	60.69	77.24	2.88	2076	0	2	0	39	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium thermophilum
PN3GG.vae.9536	metagenome-assembly	1	Yes	Yes	No	134	1659913	12387.41	17318	5949	55.4	80.66	0.62	1568	1	0	0	56	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera sp900548635
PN3GH.bin.14	metagenome-assembly	7	Yes	No	Yes	449	2256701	5026.06	6078	2531	51.94	74.55	0.85	1497	1	0	1	33	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN3GH.bin.21	metagenome-assembly	1	Yes	Yes	No	134	1358868	10140.81	14247	4231	52.68	86.92	1.85	1649	0	2	0	24	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus gallistercoris
PN3GH.bin.7	metagenome-assembly	1	Yes	No	Yes	87	2402584	27615.91	42474	13405	62.18	99.93	0	1250	0	0	0	58	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__AWVT01	s__
PN3GH.vae.1435	metagenome-assembly	52	No	Yes	No	64	2293570	35837.03	64925	18666	53.53	99.7	0.02	2240	6	2	2	56	high-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera elsdenii
PN3GH.vae.3016	metagenome-assembly	9	Yes	Yes	No	75	2042148	27228.64	123561	10626	60.56	89.86	1.36	1605	0	2	2	48	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Pseudoscardovia	s__Pseudoscardovia suis
PN3GH.vae.448	metagenome-assembly	5	Yes	Yes	No	518	1661238	3207.02	3434	1834	60.35	82.53	4.68	1740	0	0	0	33	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Mitsuokella	s__Mitsuokella multacida
PN3JA.bin.13	metagenome-assembly	1	Yes	Yes	No	1748	4466975	2555.48	2603	1669	64.42	57.14	4.1	2348	0	0	0	40	medium-quality	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp003020075
