BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
PN11RI.bin.37_k141_370524.region001	k141_370524	k141_370524	cyclic-lactone-autoinducer	RiPPs		
PN11RI.bin.70_k141_1067654.region001	k141_1067654	k141_1067654	cyclic-lactone-autoinducer.RiPP-like	RiPPs		
PN11RI.bin.76_k141_1061968.region001	k141_1061968	k141_1061968	RRE-containing	RiPPs		
PN11RI.bin.95_k141_1415365.region001	k141_1415365	k141_1415365	RRE-containing	RiPPs		
PN11RI.bin.96_k141_1285380.region001	k141_1285380	k141_1285380	ranthipeptide	RiPPs		
PN11RI.bin.98_k141_1438869.region001	k141_1438869	k141_1438869	terpene	Terpene		
PN11RI.vae.11784_k141_2121897.region001	k141_2121897	k141_2121897	RRE-containing	RiPPs		
PN11RI.vae.11784_k141_346966.region001	k141_346966	k141_346966	RRE-containing	RiPPs		
PN11RI.vae.12494_k141_682075.region001	k141_682075	k141_682075	ranthipeptide	RiPPs		
PN11RI.vae.1271_k141_750367.region001	k141_750367	k141_750367	lanthipeptide-class-iii	RiPPs		
PN11RI.vae.14034_k141_1701914.region001	k141_1701914	k141_1701914	ranthipeptide	RiPPs		
PN11RI.vae.14133_k141_1794081.region001	k141_1794081	k141_1794081	NRPS	NRPS		
PN11RI.vae.14142_k141_390874.region001	k141_390874	k141_390874	RRE-containing	RiPPs		
PN11RI.vae.14142_k141_978607.region001	k141_978607	k141_978607	ranthipeptide	RiPPs		
PN11RI.vae.14348_k141_1064427.region001	k141_1064427	k141_1064427	cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.14348_k141_1400856.region001	k141_1400856	k141_1400856	cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.14348_k141_596274.region001	k141_596274	k141_596274	ranthipeptide	RiPPs		
PN11RI.vae.14669_k141_1728884.region001	k141_1728884	k141_1728884	cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.14669_k141_2120212.region001	k141_2120212	k141_2120212	ranthipeptide	RiPPs		
PN11RI.vae.14669_k141_500345.region001	k141_500345	k141_500345	cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.14669_k141_79868.region001	k141_79868	k141_79868	RRE-containing	RiPPs		
PN11RI.vae.1829_k141_1129032.region001	k141_1129032	k141_1129032	ranthipeptide	RiPPs		
PN11RI.vae.1829_k141_154262.region001	k141_154262	k141_154262	cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.1829_k141_2208094.region001	k141_2208094	k141_2208094	RiPP-like	RiPPs		
PN11RI.vae.1829_k141_601187.region001	k141_601187	k141_601187	ranthipeptide	RiPPs		
PN11RI.vae.1829_k141_822585.region001	k141_822585	k141_822585	NRPS-like	NRPS		
PN11RI.vae.18313_k141_2192663.region001	k141_2192663	k141_2192663	ranthipeptide	RiPPs		
PN11RI.vae.18337_k141_1340829.region001	k141_1340829	k141_1340829	ranthipeptide	RiPPs		
PN11RI.vae.18337_k141_1922970.region001	k141_1922970	k141_1922970	RRE-containing	RiPPs		
PN11RI.vae.19931_k141_588691.region001	k141_588691	k141_588691	ranthipeptide	RiPPs		
PN11RI.vae.21409_k141_1475014.region001	k141_1475014	k141_1475014	arylpolyene	Others		
PN11RI.vae.21409_k141_286490.region001	k141_286490	k141_286490	RRE-containing	RiPPs		
PN11RI.vae.21409_k141_712971.region001	k141_712971	k141_712971	arylpolyene	Others		
PN11RI.vae.27830_k141_297121.region001	k141_297121	k141_297121	T3PKS	PKSother		
PN11RI.vae.3052_k141_1324159.region001	k141_1324159	k141_1324159	NRPS	NRPS		
PN11RI.vae.3052_k141_522574.region001	k141_522574	k141_522574	RRE-containing	RiPPs		
PN11RI.vae.313_k141_12668.region001	k141_12668	k141_12668	ranthipeptide	RiPPs		
PN11RI.vae.3428_k141_1062203.region001	k141_1062203	k141_1062203	ranthipeptide	RiPPs		
PN11RI.vae.36013_k141_129737.region001	k141_129737	k141_129737	arylpolyene	Others		
PN11RI.vae.36013_k141_651322.region001	k141_651322	k141_651322	betalactone	Others		
PN11RI.vae.36869_k141_1884127.region001	k141_1884127	k141_1884127	NRPS-like	NRPS		
PN11RI.vae.36869_k141_2139517.region001	k141_2139517	k141_2139517	betalactone	Others		
PN11RI.vae.36869_k141_64023.region001	k141_64023	k141_64023	ranthipeptide	RiPPs		
PN11RI.vae.3784_k141_709846.region001	k141_709846	k141_709846	ranthipeptide	RiPPs		
PN11RI.vae.3784_k141_919098.region001	k141_919098	k141_919098	lassopeptide	RiPPs		
PN11RI.vae.4182_k141_2128245.region001	k141_2128245	k141_2128245	ranthipeptide	RiPPs		
PN11RI.vae.4182_k141_759744.region001	k141_759744	k141_759744	cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.43284_k141_952763.region001	k141_952763	k141_952763	ranthipeptide	RiPPs		
PN11RI.vae.4412_k141_1552112.region001	k141_1552112	k141_1552112	ranthipeptide	RiPPs		
PN11RI.vae.51642_k141_1131203.region001	k141_1131203	k141_1131203	RRE-containing	RiPPs		
PN11RI.vae.51642_k141_1566060.region001	k141_1566060	k141_1566060	ranthipeptide	RiPPs		
PN11RI.vae.51642_k141_576024.region001	k141_576024	k141_576024	RRE-containing	RiPPs		
PN11RI.vae.51875_k141_1909017.region001	k141_1909017	k141_1909017	resorcinol	Others		
PN11RI.vae.51875_k141_2115542.region001	k141_2115542	k141_2115542	RRE-containing	RiPPs		
PN11RI.vae.52251_k141_1605574.region001	k141_1605574	k141_1605574	RRE-containing	RiPPs		
PN11RI.vae.52251_k141_431685.region001	k141_431685	k141_431685	cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.5723_k141_175581.region001	k141_175581	k141_175581	arylpolyene	Others		
PN11RI.vae.576_k141_1803667.region001	k141_1803667	k141_1803667	RRE-containing.cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.576_k141_1842693.region001	k141_1842693	k141_1842693	cyclic-lactone-autoinducer	RiPPs		
PN11RI.vae.6014_k141_379317.region001	k141_379317	k141_379317	ranthipeptide	RiPPs		
PN11RI.vae.7141_k141_1705703.region001	k141_1705703	k141_1705703	RRE-containing	RiPPs		
PN11RI.vae.7493_k141_2017487.region001	k141_2017487	k141_2017487	ranthipeptide	RiPPs		
PN11RI.vae.7493_k141_425249.region001	k141_425249	k141_425249	thioamide-NRP	NRPS		
PN11RI.vae.7714_k141_2083451.region001	k141_2083451	k141_2083451	RRE-containing	RiPPs		
PN11RI.vae.7714_k141_223954.region001	k141_223954	k141_223954	RRE-containing	RiPPs		
PN11RI.vae.8176_k141_1787423.region001	k141_1787423	k141_1787423	ranthipeptide	RiPPs		
PN11RI.vae.9290_k141_979094.region001	k141_979094	k141_979094	ranthipeptide	RiPPs		
PN11RI.vae.9296_k141_2123978.region001	k141_2123978	k141_2123978	arylpolyene	Others		
PN11RI.vae.9296_k141_729845.region001	k141_729845	k141_729845	arylpolyene	Others		
PN11RJ.bin.103_k141_2852115.region001	k141_2852115	k141_2852115	RRE-containing	RiPPs		
PN11RJ.bin.103_k141_326008.region001	k141_326008	k141_326008	arylpolyene	Others		
PN11RJ.bin.121_k141_2128537.region001	k141_2128537	k141_2128537	ranthipeptide	RiPPs		
PN11RJ.bin.138_k141_2932120.region001	k141_2932120	k141_2932120	NRPS	NRPS		
PN11RJ.bin.141_k141_1659541.region001	k141_1659541	k141_1659541	NRPS-like	NRPS		
PN11RJ.bin.151_k141_826688.region001	k141_826688	k141_826688	NRPS	NRPS		
PN11RJ.bin.152_k141_2967075.region001	k141_2967075	k141_2967075	terpene	Terpene		
PN11RJ.bin.154_k141_917926.region001	k141_917926	k141_917926	ranthipeptide	RiPPs		
PN11RJ.bin.165_k141_2764460.region001	k141_2764460	k141_2764460	ranthipeptide	RiPPs		
PN11RJ.bin.19_k141_1354754.region001	k141_1354754	k141_1354754	arylpolyene	Others		
PN11RJ.bin.205_k141_2557201.region001	k141_2557201	k141_2557201	terpene	Terpene		
PN11RJ.bin.24_k141_1414536.region001	k141_1414536	k141_1414536	ranthipeptide	RiPPs		
PN11RJ.bin.51_k141_13556.region001	k141_13556	k141_13556	RRE-containing	RiPPs		
PN11RJ.bin.92_k141_3181196.region001	k141_3181196	k141_3181196	RiPP-like	RiPPs		
PN11RJ.vae.11145_k141_1731725.region001	k141_1731725	k141_1731725	ranthipeptide	RiPPs		
PN11RJ.vae.11145_k141_2277658.region001	k141_2277658	k141_2277658	RRE-containing	RiPPs		
PN11RJ.vae.12067_k141_1829123.region001	k141_1829123	k141_1829123	RRE-containing	RiPPs		
PN11RJ.vae.14049_k141_2323935.region001	k141_2323935	k141_2323935	arylpolyene	Others		
PN11RJ.vae.14049_k141_728447.region001	k141_728447	k141_728447	RRE-containing	RiPPs		
PN11RJ.vae.14892_k141_1042152.region001	k141_1042152	k141_1042152	betalactone	Others		
PN11RJ.vae.14892_k141_3185744.region001	k141_3185744	k141_3185744	ranthipeptide	RiPPs		
PN11RJ.vae.16782_k141_1415398.region001	k141_1415398	k141_1415398	RRE-containing	RiPPs		
PN11RJ.vae.18666_k141_1111706.region001	k141_1111706	k141_1111706	ranthipeptide	RiPPs		
PN11RJ.vae.21873_k141_1904971.region001	k141_1904971	k141_1904971	ranthipeptide	RiPPs		
PN11RJ.vae.21972_k141_2665658.region001	k141_2665658	k141_2665658	NRPS-like	NRPS		
PN11RJ.vae.21972_k141_900389.region001	k141_900389	k141_900389	RRE-containing	RiPPs		
PN11RJ.vae.23890_k141_1734369.region001	k141_1734369	k141_1734369	ranthipeptide	RiPPs		
PN11RJ.vae.23890_k141_1760381.region001	k141_1760381	k141_1760381	RRE-containing	RiPPs		
PN11RJ.vae.23890_k141_1969280.region001	k141_1969280	k141_1969280	ranthipeptide	RiPPs		
PN11RJ.vae.27966_k141_647122.region001	k141_647122	k141_647122	RRE-containing	RiPPs		
PN11RJ.vae.30702_k141_2775594.region001	k141_2775594	k141_2775594	RRE-containing	RiPPs		
PN11RJ.vae.31056_k141_2076337.region001	k141_2076337	k141_2076337	ladderane	Others		
PN11RJ.vae.31272_k141_1726873.region001	k141_1726873	k141_1726873	betalactone	Others		
PN11RJ.vae.3240_k141_1568585.region001	k141_1568585	k141_1568585	betalactone	Others		
PN11RJ.vae.3240_k141_2818521.region001	k141_2818521	k141_2818521	ranthipeptide	RiPPs		
PN11RJ.vae.3629_k141_1658490.region001	k141_1658490	k141_1658490	ranthipeptide	RiPPs		
PN11RJ.vae.37594_k141_1806408.region001	k141_1806408	k141_1806408	RRE-containing	RiPPs		
PN11RJ.vae.39599_k141_695965.region001	k141_695965	k141_695965	ranthipeptide	RiPPs		
PN11RJ.vae.4246_k141_2955017.region001	k141_2955017	k141_2955017	ranthipeptide	RiPPs		
PN11RJ.vae.4670_k141_489617.region001	k141_489617	k141_489617	ranthipeptide	RiPPs		
PN11RJ.vae.50594_k141_1583197.region001	k141_1583197	k141_1583197	RRE-containing	RiPPs		
PN11RJ.vae.50594_k141_1840190.region001	k141_1840190	k141_1840190	ladderane	Others		
PN11RJ.vae.50594_k141_2874750.region001	k141_2874750	k141_2874750	ranthipeptide	RiPPs		
PN11RJ.vae.7491_k141_2103645.region001	k141_2103645	k141_2103645	RRE-containing	RiPPs		
PN11RJ.vae.75920_k141_240541.region001	k141_240541	k141_240541	RRE-containing	RiPPs		
PN11RJ.vae.75920_k141_760178.region001	k141_760178	k141_760178	ranthipeptide	RiPPs		
PN11RJ.vae.8700_k141_926634.region001	k141_926634	k141_926634	betalactone	Others		
PN11RJ.vae.8992_k141_2851096.region001	k141_2851096	k141_2851096	arylpolyene	Others		
PN11RJ.vae.8992_k141_3003382.region001	k141_3003382	k141_3003382	RRE-containing	RiPPs		
PN11RJ.vae.8992_k141_3126156.region001	k141_3126156	k141_3126156	arylpolyene	Others		
PN11RJ.vae.9425_k141_400923.region001	k141_400923	k141_400923	ranthipeptide	RiPPs		
PN11RJ.vae.96_k141_1029655.region001	k141_1029655	k141_1029655	T1PKS	PKSI		
PN11RJ.vae.96_k141_1989432.region001	k141_1989432	k141_1989432	terpene	Terpene		
PN11RJ.vae.96_k141_335729.region001	k141_335729	k141_335729	terpene	Terpene		
PN11RJ.vae.96_k141_84201.region001	k141_84201	k141_84201	T3PKS	PKSother		
PN11RJ.vae.96_k141_901726.region001	k141_901726	k141_901726	terpene	Terpene		
PN11RK.bin.103_k141_1257956.region001	k141_1257956	k141_1257956	ranthipeptide	RiPPs		
PN11RK.bin.105_k141_2660473.region001	k141_2660473	k141_2660473	NRPS-like	NRPS		
PN11RK.bin.105_k141_969347.region001	k141_969347	k141_969347	RRE-containing	RiPPs		
PN11RK.bin.116_k141_227025.region001	k141_227025	k141_227025	arylpolyene	Others		
PN11RK.bin.197_k141_2631388.region001	k141_2631388	k141_2631388	RRE-containing	RiPPs		
PN11RK.bin.197_k141_921684.region001	k141_921684	k141_921684	ranthipeptide	RiPPs		
PN11RK.bin.24_k141_2111056.region001	k141_2111056	k141_2111056	cyclic-lactone-autoinducer.RiPP-like	RiPPs		
PN11RK.bin.33_k141_1929832.region001	k141_1929832	k141_1929832	NRPS-like	NRPS		
PN11RK.bin.42_k141_1755493.region001	k141_1755493	k141_1755493	RRE-containing	RiPPs		
PN11RK.bin.48_k141_1241715.region001	k141_1241715	k141_1241715	ranthipeptide	RiPPs		
PN11RK.bin.57_k141_264387.region001	k141_264387	k141_264387	ranthipeptide	RiPPs		
PN11RK.bin.57_k141_533.region001	k141_533	k141_533	ranthipeptide	RiPPs		
PN11RK.bin.88_k141_1252527.region001	k141_1252527	k141_1252527	cyclic-lactone-autoinducer	RiPPs		
PN11RK.bin.88_k141_2550594.region001	k141_2550594	k141_2550594	cyclic-lactone-autoinducer	RiPPs		
PN11RK.bin.88_k141_795767.region001	k141_795767	k141_795767	ranthipeptide	RiPPs		
PN11RK.vae.102815_k141_2736719.region001	k141_2736719	k141_2736719	RRE-containing	RiPPs		
PN11RK.vae.11286_k141_1621312.region001	k141_1621312	k141_1621312	ranthipeptide	RiPPs		
PN11RK.vae.11286_k141_355257.region001	k141_355257	k141_355257	thiopeptide	RiPPs		
PN11RK.vae.11425_k141_315962.region001	k141_315962	k141_315962	RRE-containing	RiPPs		
PN11RK.vae.12701_k141_1911612.region001	k141_1911612	k141_1911612	RRE-containing	RiPPs		
PN11RK.vae.13103_k141_2319297.region001	k141_2319297	k141_2319297	cyclic-lactone-autoinducer	RiPPs		
PN11RK.vae.13103_k141_2376840.region001	k141_2376840	k141_2376840	ranthipeptide	RiPPs		
PN11RK.vae.13103_k141_29340.region001	k141_29340	k141_29340	cyclic-lactone-autoinducer	RiPPs		
PN11RK.vae.13465_k141_688928.region001	k141_688928	k141_688928	RRE-containing	RiPPs		
PN11RK.vae.16133_k141_1517749.region001	k141_1517749	k141_1517749	NRPS	NRPS		
PN11RK.vae.17687_k141_2310117.region001	k141_2310117	k141_2310117	RRE-containing	RiPPs		
PN11RK.vae.17687_k141_340925.region001	k141_340925	k141_340925	ranthipeptide	RiPPs		
PN11RK.vae.21049_k141_1437144.region001	k141_1437144	k141_1437144	NRPS-like	NRPS		
PN11RK.vae.2138_k141_116089.region001	k141_116089	k141_116089	RRE-containing	RiPPs		
PN11RK.vae.24606_k141_1212460.region001	k141_1212460	k141_1212460	ranthipeptide	RiPPs		
PN11RK.vae.24606_k141_1704401.region001	k141_1704401	k141_1704401	NRPS-like.RRE-containing	Others		
PN11RK.vae.27069_k141_153451.region001	k141_153451	k141_153451	ranthipeptide	RiPPs		
PN11RK.vae.3461_k141_1829208.region001	k141_1829208	k141_1829208	NRPS-like	NRPS		
PN11RK.vae.3461_k141_549538.region001	k141_549538	k141_549538	RRE-containing	RiPPs		
PN11RK.vae.3639_k141_2715244.region001	k141_2715244	k141_2715244	RRE-containing	RiPPs		
PN11RK.vae.3746_k141_1226733.region001	k141_1226733	k141_1226733	ranthipeptide	RiPPs		
PN11RK.vae.3797_k141_416503.region001	k141_416503	k141_416503	NRPS	NRPS		
PN11RK.vae.4716_k141_1393295.region001	k141_1393295	k141_1393295	RRE-containing	RiPPs		
PN11RK.vae.5014_k141_1689370.region001	k141_1689370	k141_1689370	NRPS	NRPS		
PN11RK.vae.5617_k141_2682287.region001	k141_2682287	k141_2682287	betalactone	Others		
PN11RK.vae.6997_k141_1289634.region001	k141_1289634	k141_1289634	RiPP-like	RiPPs		
PN11RK.vae.6997_k141_177782.region001	k141_177782	k141_177782	cyclic-lactone-autoinducer	RiPPs		
PN11RK.vae.814_k141_931967.region001	k141_931967	k141_931967	ranthipeptide	RiPPs		
PN11RK.vae.8401_k141_1100034.region001	k141_1100034	k141_1100034	ranthipeptide	RiPPs		
PN11RK.vae.8401_k141_1300393.region001	k141_1300393	k141_1300393	RRE-containing	RiPPs		
PN11RK.vae.8401_k141_2634915.region001	k141_2634915	k141_2634915	RRE-containing	RiPPs		
PN11RK.vae.9311_k141_1083399.region001	k141_1083399	k141_1083399	betalactone	Others		
PN11RK.vae.9311_k141_250737.region001	k141_250737	k141_250737	arylpolyene	Others		
PN11RL.bin.107_k141_1477307.region001	k141_1477307	k141_1477307	NRPS-like	NRPS		
PN11RL.bin.107_k141_350225.region001	k141_350225	k141_350225	NRPS-like	NRPS		
PN11RL.bin.107_k141_919834.region001	k141_919834	k141_919834	RRE-containing	RiPPs		
PN11RL.bin.137_k141_2431139.region001	k141_2431139	k141_2431139	NRPS	NRPS		
PN11RL.bin.144_k141_1342390.region001	k141_1342390	k141_1342390	RRE-containing	RiPPs		
PN11RL.bin.144_k141_927651.region001	k141_927651	k141_927651	arylpolyene	Others		
PN11RL.bin.153_k141_1289780.region001	k141_1289780	k141_1289780	NRPS-like	NRPS		
PN11RL.bin.194_k141_202814.region001	k141_202814	k141_202814	NRPS-like.RRE-containing	Others		
PN11RL.bin.77_k141_335497.region001	k141_335497	k141_335497	RRE-containing	RiPPs		
PN11RL.bin.77_k141_414802.region001	k141_414802	k141_414802	NRPS-like	NRPS		
PN11RL.bin.85_k141_1013441.region001	k141_1013441	k141_1013441	ranthipeptide	RiPPs		
PN11RL.bin.85_k141_2403273.region001	k141_2403273	k141_2403273	betalactone	Others		
PN11RL.bin.98_k141_281179.region001	k141_281179	k141_281179	arylpolyene	Others		
PN11RL.vae.1033_k141_1923222.region001	k141_1923222	k141_1923222	arylpolyene	Others		
PN11RL.vae.13555_k141_118652.region001	k141_118652	k141_118652	arylpolyene	Others		
PN11RL.vae.1885_k141_1429278.region001	k141_1429278	k141_1429278	RRE-containing	RiPPs		
PN11RL.vae.2991_k141_1406974.region001	k141_1406974	k141_1406974	T3PKS	PKSother		
PN11RL.vae.2991_k141_839252.region001	k141_839252	k141_839252	terpene	Terpene		
PN11RL.vae.2991_k141_850332.region001	k141_850332	k141_850332	terpene	Terpene		
PN11RL.vae.3129_k141_2245957.region001	k141_2245957	k141_2245957	RRE-containing	RiPPs		
PN11RL.vae.4008_k141_435069.region001	k141_435069	k141_435069	T1PKS	PKSI		
PN11RL.vae.5337_k141_1470834.region001	k141_1470834	k141_1470834	NRPS	NRPS		
PN11RL.vae.5337_k141_1604094.region001	k141_1604094	k141_1604094	NRPS	NRPS		
PN11RL.vae.576_k141_1353314.region001	k141_1353314	k141_1353314	RRE-containing	RiPPs		
PN11RL.vae.6314_k141_1615736.region001	k141_1615736	k141_1615736	betalactone	Others		
PN11RL.vae.6746_k141_2161069.region001	k141_2161069	k141_2161069	ranthipeptide	RiPPs		
PN11RL.vae.757_k141_2262381.region001	k141_2262381	k141_2262381	RRE-containing	RiPPs		
PN11RL.vae.8740_k141_1795662.region001	k141_1795662	k141_1795662	betalactone.ranthipeptide	Others		
PN11RL.vae.8740_k141_2438515.region001	k141_2438515	k141_2438515	NRPS-like	NRPS		
PN11RL.vae.8740_k141_2438515.region002	k141_2438515	k141_2438515	cyclic-lactone-autoinducer	RiPPs		
PN11RL.vae.935_k141_1761890.region001	k141_1761890	k141_1761890	cyclic-lactone-autoinducer.RiPP-like	RiPPs		
PN11RL.vae.9447_k141_643515.region001	k141_643515	k141_643515	NRPS-like	NRPS		
PN11RL.vae.957_k141_1460631.region001	k141_1460631	k141_1460631	cyclic-lactone-autoinducer	RiPPs		
PN11RL.vae.957_k141_40025.region001	k141_40025	k141_40025	ranthipeptide	RiPPs		
PN11RL.vae.9659_k141_439851.region001	k141_439851	k141_439851	ranthipeptide	RiPPs		
PN11RM.bin.100_k141_40366.region001	k141_40366	k141_40366	RRE-containing	RiPPs		
PN11RM.bin.115_k141_2573380.region001	k141_2573380	k141_2573380	terpene	Terpene		
PN11RM.bin.115_k141_2911305.region001	k141_2911305	k141_2911305	NRPS	NRPS		
PN11RM.bin.115_k141_61414.region001	k141_61414	k141_61414	terpene	Terpene		
PN11RM.bin.115_k141_647092.region001	k141_647092	k141_647092	T3PKS	PKSother		
PN11RM.bin.135_k141_2579256.region001	k141_2579256	k141_2579256	arylpolyene	Others		
PN11RM.bin.158_k141_2060792.region001	k141_2060792	k141_2060792	RRE-containing	RiPPs		
PN11RM.bin.159_k141_494161.region001	k141_494161	k141_494161	RRE-containing	RiPPs		
PN11RM.bin.159_k141_568184.region001	k141_568184	k141_568184	ranthipeptide	RiPPs		
PN11RM.bin.203_k141_1963811.region001	k141_1963811	k141_1963811	arylpolyene	Others		
PN11RM.bin.222_k141_650734.region001	k141_650734	k141_650734	ranthipeptide	RiPPs		
PN11RM.bin.27_k141_2062001.region001	k141_2062001	k141_2062001	betalactone	Others		
PN11RM.bin.27_k141_819265.region001	k141_819265	k141_819265	RRE-containing	RiPPs		
PN11RM.bin.56_k141_2881103.region001	k141_2881103	k141_2881103	RRE-containing	RiPPs		
PN11RM.bin.56_k141_90165.region001	k141_90165	k141_90165	ranthipeptide	RiPPs		
PN11RM.bin.65_k141_1884831.region001	k141_1884831	k141_1884831	NRPS	NRPS		
PN11RM.bin.70_k141_179588.region001	k141_179588	k141_179588	cyclic-lactone-autoinducer.RiPP-like	RiPPs		
PN11RM.bin.75_k141_2053814.region001	k141_2053814	k141_2053814	ranthipeptide	RiPPs		
PN11RM.bin.89_k141_965120.region001	k141_965120	k141_965120	RiPP-like	RiPPs		
PN11RM.bin.97_k141_2314237.region001	k141_2314237	k141_2314237	RRE-containing	RiPPs		
PN11RM.vae.10822_k141_247156.region001	k141_247156	k141_247156	ranthipeptide	RiPPs		
PN11RM.vae.10822_k141_345930.region001	k141_345930	k141_345930	NRPS-like	NRPS		
PN11RM.vae.10822_k141_940286.region001	k141_940286	k141_940286	betalactone	Others		
PN11RM.vae.12176_k141_1113209.region001	k141_1113209	k141_1113209	arylpolyene	Others		
PN11RM.vae.17503_k141_1172720.region001	k141_1172720	k141_1172720	RRE-containing	RiPPs		
